SL,User Name,Rating,Review,Medical Name,Resource_Link
705,Fardaus Hossain,4,Big medical college and hospital,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
706,Mohammad Mehrab Hossain,5,It's a Government Hospital. Previously it was Dirty environment everywhere but right now it tottaly clean and sound.Best of Luck.,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
707,Farabi Rizvi,5,"Quite big in nature, has a medical college.. The buildings are designed really well.. The medical facilities are also quite standard..",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
708,Muqit (Shourav),5,"Shaheed Suhrawardy Medical College and Hospital was founded in 1963 at Sher-e-Bangla nagar, dhaka.
The design & master plans was done by American architect Loise Khan. Exposed ceramic brick work with thick at that time crest a new era of architecture in Bangladesh.
It was only a medical hospital, then in 2006 it extended with Medical College.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
709,Hafiz Shuputra,5,Long que to pass,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
710,Aayaz Ahmed,2,"Shaheed Suhrawardy Medical College (ShSMC) is the 14th government medical college of Bangladesh which is established in 2006. It is situated in the north-western part of Dhaka beside the National Parliament House, having a unique architectural campus and excellent academic atmosphere and
One of the corruption and too much patients . Totally bad administration also huge corrupted area with many kinds of broker.
Not safe and trustable area for every one.
Beware of many kinds of broker.
Doctor's behaviour and service is good also nurse is behaviour superb.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
711,TheDevil Queen,5,"Suhrawardy Hospital is a government hospital where rich and poor get treatment in the morning.  All the medicines and other expenses of the hospital are paid by the government. If there is no problem, one can buy a ticket in his own name with only 10 rupees and go to the room of a certain doctor and get the service.  Is free.  The hospital has many skilled doctors and nurses who work in this hospital by the government in many trials.  If necessary, doctors from abroad come and provide servicesShaheed Suhrawardy Medical College Hospital is a third tier government-owned hospital located in Sher-e-Bangla Nagar, Dhaka, the capital of Bangladesh.  It was established in 1983 to spread medical knowledge across the country and to develop skilled doctors.  At present it has 65 beds and has 500 students and 2010 staff.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
712,Julfikar Rahaman,4,"Shaheed Suhrawardy Medical College (ShSMC) is a public medical college and hospital located in Dhaka, the capital city of Bangladesh. This medical college is the third public medical college in the government medical college rank after DMC & SSMC. It has been included in the Avicenna Directory of Medical Schools and International Medical Education Directory (IMED).
Shaheed Suhrawardy Hospital was established in 1963 as Ayub Central Hospital in Sher-e-Bangla Nagor, Dhaka, Bangladesh. The hospital building was designed by architect Louis I Kahn. After a long period of consideration, the Bangladeshi government decided on 5 September 2005 to turn Shaheed Suhrawardy Hospital into a medical college.[1] Educational activities in the college began on 6 May 2006.[2] In the inauguration ceremony the then health minister, Khandakar Mosharof Hossain started the educational activities officially. Originally, the medical college was known as Begum Khaleda Zia Medical College[3] and had 100 students.[4] and begun its journey with 100 students.[5]",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
713,Nibadita Roy,1,i dont know about their health service but their other services arent good.,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
714,Tanvir Nayeem,5,Front of shaheed suhrawardi hospital is best place for natural environment.,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
715,BD Education help,5,It is govt. Hospital. It is a big hospital. You can get medical treatment from here in a cheep rate,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
716,Hwang yeung,4,"this hospital is the work of louis kahn, great american architect. Yet because of that its located in bangladesh. Few has visited this true piece of masterwork. The brick vaults and concrete structure still remain almost the same as its first completion. I would recommend this project to people who come all the way to dhaka to see the parliament.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
717,Sheik Shahed Jamil,2,"The bad side is that the government low class employees of this hospital have the worst job ethics. Nobody is here to control them. They don't maintain work time. They are never present when needed. Bad food quality, they don't maintain standard. And, what is worse, they don't treat the help seekers right. These third and fourth class employees need to be brought to the book. The good side: The doctores in the emergency try their best to help. When the load is high, you might not expect good service, but in most cases, doctors are professionals.
Worst side: One of the medicine specialists of who see patients here once prescribed an unnecessary and expensive  vitamin capsule for my brother with fever. The manufacturer of the capsule is an Islamic company. I'm trying to understand the network here... how deep the root has gone",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
718,Tanjil Alom Jahid,5,This is one of the best government medical college and hospital in Bangladesh. In here many student complete their doctored degree and give our country's people a great treatment.,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
719,The Spirit of Spirituality,5,Very very important and useful for patient…,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
720,MAHABUB ALOM Babu,4,"Hospital quality is good. Doctor's use is good. If anyone can patiently get medical treatment, he will get good treatment because there are so many patients.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
721,Mithun Ghosh,5,One of the best govt hospital in Bangladesh,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
722,Margub Rahbar,4,"one of the best medical College and hospital in Bangladesh.  It's situated im sher e bangla nogor agargao,infromt of College gate. THIS is the 4th largest hospital of Bangladesh.  As if a government medical hospital,  their staffs are not good as expected.  But the doctor's are so much professional. I hope their service will be fine soon.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
723,kamrul Hoque Kalpan,5,A govt. medicsl college hospital and the best medical center for the medical treatment of any diseases for the mads general people of whole Bangladesh,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
724,Md Shakil,5,Here most of the doctors are very helpfull.,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
725,Hasan ApShahid,4,A great hospital…,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
726,Mohammad Abdus Sattar,5,"Shaheed Suhrawardi hospital is the one of the best government hospital in Bangladesh. There treatment is so good and environment is good also. you can checkup all of treatment here at very low cost. Lot of specialist doctors are here. This hospital is situated in college gate. In front of road this hospital is called mirpur road. one of northside go to shymoli, kollyanpur, gabtoli, aminbazar, savar and other road southside go to asadgate, sukrabad, kolabagan, dhanmondi, science lab, new market. you can come here to this hospital easily.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
727,mahfuzur rahman,4,"One of the largest government hospitals in BD. I was privileged to serve here as a trainee medical officer in 2009 .It was established in the early 1960s. It's architectural design is unique and represents the various constructions in the then East Pakistan era. There are similar design buildings I adjacent area namely : Ganabhaban, Dhaka Shishu Hospital, Planning Ministry, Orthopaedic Hospital NITOR, National Archive , RAB office ( former Sher e Bangla Nagar Community Center etc. A medical college is now attached here since 2006. There is a lovely garden inside it as well as Infront of this.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
728,chabed alam,4,best place for general people for get treatment. Stuff need more punctual in there responsibility. they try to get benefits when ask to help from them.need to increase more bed facilities because it very hard to get a bed from here with out pay extra money to the stuff other wise treatment quality is satisfactory. that all,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
729,SumonSinku's Pedia,5,"It’s a very crowdy place where different types of people go .In suhrawardy medical college hospital , ill people go to treat themselves.It has different department for treating the patience .It has also emergency department which is very help full. It has external department for treating the patient cheaply.In the hospital, redish coloured bricks are used there.Every building seems very beatiful.There have  many different specialised doctor for different sector.The hospital being opened all day and night long.Inside the area ,there has a shishu park for refreshing mind and passing leisure time.It is near the shere Bangla Agricultural university.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
730,Roknuzzaman Mohammad,4,Doctor and nurse are not well behaved.,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
731,Rabi Hasan,5,"4 years ago
Shaheed Suhrawardy Hospital was established in 1963 by the government of Pakistan as a government tertiary referral hospital in Sher-e-Bangla Nagor, Dhaka, Bangladesh. The Hospial building was designed by architect Louis I Kahn. After a long period of consideration, the Bangladeshi government decided on 5 September 2005 to turn Shaheed Suhrawardy Hospital into a medical college. Educational activities in the college began on 6 May 2006. In the inauguration ceremony the then health minister, Khandakar Mosharof Hossain started the educational activities officially. Originally, the medical college was known as Begum Khaleda Zia Medical College and had 100 students. and begun its journey with 100 students.
However, on 1 June 2009, the name of the medical college was changed to Shaheed Suhrawardy Medical College. Now it has more than 900 students in its 6 batches.
The new college building has been inaugurated by the Prime Minister, Sheikh Hasina on 17 January 2012.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
732,Anik Kumar,3,Of course public hospital is not clean and hygienic as other hospitals. Facilities are not so bad. But Doctors are good.,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
733,Foysal Mim,5,"Shaheed Suhrawardy Medical College (ShSMC) is the 14th government medical college of Bangladesh which is established in 2006. It is situated in the north-western part of Dhaka beside the National Parliament House, having a unique architectural campus and excellent academic atmosphere. Shaheed Suhrawardy Medical College Hospital has a long heritage of discharging health care services and also has a proud history of patronizing many medical institutes to establish and flourish. We have a great commitment to provide top class medical education, excellent training and quality research through eminent and experienced teachers. Shaheed Suhrawardy Hospital was established in 1963 during the period of East Pakistan as Ayub Hospital for outdoor services. It was equipped with
Pathological and Radiological supports. In addition to outdoor facilities, this medical organization then extended its service to indoor with 5 beds and subsequently with 25 beds.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
734,Sifat E Fatima,5,Beautiful campus and good environment,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
735,Ibrahim Khalil,5,neat & clean environment. Doctors are helpful,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
736,Nikkan Biswas,4,A very good govt hospital In all over BD,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
737,Robin Sarker,5,"Shaheed Suhrawardy Hospital was established in 1963 as Ayub Central Hospital in Sher-e-Bangla Nagor, Dhaka, Bangladesh. The hospital building was designed by architect Louis I Kahn. After a long period of consideration, the Bangladeshi government decided on 5 September 2005 to turn Shaheed Suhrawardy Hospital into a medical college.[1]Educational activities in the college began on 6 May 2006.[2] In the inauguration ceremony the then health minister, Khandakar Mosharof Hossain started the educational activities officially. Originally, the medical college was known as Begum Khaleda Zia Medical College[3] and had 100 students.[4] and begun its journey with 100 students.[5]
However, on 1 June 2009, the name of the medical college was changed to Shaheed Suhrawardy Medical College. Now it has more than 900 students in its 6 batches.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
738,Harun Al Rashid,4,"Good hospital among the all govt hospital, there treatment for cardiac patient is really good",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
739,Dream World,5,"Our land is one of colours, rivers, vast lands and warm people. Whether it is the concrete jungle that is Dhaka city, or the softer sides of the nation in the outskirts, Bangladesh is bound to hypnotise and enchant the moment one sets foot into it. The serene swamps of Ratargul, the blueness of the water in Tanguar Haor, the starry sky of Saint Martin's Island, the greens of the vast tea-gardens in Sylhet- there is nothing that can distract you from the sheer grandeur of our motherland, our beautiful Bangladesh.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
740,Jisan Bhuiyan,4,"Shaheed Suhrawardy Medical College (ShSMC) is a public medical college and hospital located in Dhaka, the capital city of Bangladesh. This medical college is the third public medical college in the government medical college rank after DMC & SSMC. It has been included in the Avicenna Directory of Medical Schools and International Medical Education Directory (IMED).",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
741,Shaher Azad Himu,5,"If you wanna see a doctor, you first have to go to the counter located at both ends of the entrance and get a ticket costing 15 taka. It is better if you know at which relevant department you want to get treated in. For example if are having trouble and pain in your joints you need to see a doctor from Orthopaedic department.  Otherwise the man at the counter will assign you with a relevant department based on the description that you give him.Then you go to indicated room and wait in line if there is one. A doctor will hear your complains and give you proper advice. Additionally he might give you a token which can be exchanged at a counter outside for free medicine.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
742,Saiful Islam,4,"One of the best medical college.this is government hospital but the environment is like as private hospital.There are specialists doctor available.Every doctors are very expart and careful.Doctor fees are very low,only 10 taka Doctor visit.personaly I like this hospital.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
743,K.M. Iqbal,3,Government hospital for general health services. The quality of health service is comparatively good.,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
744,Md. Tarikul Islam Shahin,5,This is one of the Best medical colleges in Bangladesh. Very good Hospital too. Doctors and nurses are very friendly. Very good services they provide. Neat and clean. Many specialist doctors are available here. All are very friendly. Very good Hospital with  a great medical college.,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
745,Shimul Mohammad,5,One of the top medical school of Bangladesh,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
746,Airplane Landing Takeoff,4,"Shaheed Suhrawardy Medical College (ShSMC) is the 14th government medical college of Bangladesh which
is established in 2006. It is situated in
the north-western part of Dhaka beside
the National Parliament House, having
a unique architectural campus and
excellent academic atmosphere. The
area is commonly known as medical
zone and this medical college is
surrounded by a number of medical
institutes; National lInstitute of
Cardiovascular Diseases, National
Institute of Kidney Diseases and
Urology, National Institute of Mental
Health, Bangladesh Institute of Child
Health, National Institute of
Traumatology, National Institute of
Ophthalmology and National Institute
of Neuro Science.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
747,musfique alam,5,Great place and efficient doctors,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
748,Akbar Hossain Bhuiyan,5,This is one of biggest Govt. Madical Hospital in Dhaka city. Service is good.,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
749,Shafi Alam,3,Topmost medical college in Bangladesh. They are also offering medical service with very cheap amount.,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
750,Bepul Khan,3,It's Government Hospital & treatment is good.,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
751,asif tulip,5,one of the best medical college hospital in Bangladesh.,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
752,Ashrar Hasan,2,Another name for frustration is government hospitals.  The environment here is not good and the behavior of the staff is also bad.,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
753,Disha Sarker,4,Public hospital.. ticket only 10tk,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
754,Prashanta Sutradhar,4,A very good and renowned govt. hospital.,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
755,G M Rezwan Rasul,1,It is one of the biggest hospitals of Bangladesh with no hotline number in their website and Google maps. Very sad. Hope one day they will wake up.,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
756,Mohd. Morshed Choudhury,1,No proper management during vaccination program,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
757,Sohag Khan,5,"Shaheed Suhrawardy Medical College (ShSMC) is a public medical college and hospital located in Dhaka, the capital city of Bangladesh. This medical college is the third public medical college in the government medical college rank after DMC & SSMC. It has been included in the Avicenna Directory of Medical Schools and International Medical Education Directory (IMED).",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
758,Mohammad Mamun,5,"Shaheed Suhrawardy Medical College (ShSMC) is the 14th government medical college of Bangladesh which is established in 2006. It is situated in the north-western part of Dhaka beside the National Parliament House, having a unique architectural campus and excellent academic atmosphere. Shaheed Suhrawardy Medical College Hospital has a long heritage of discharging health care services and also has a proud history of patronizing many medical institutes to establish and flourish. We have a great commitment to provide top class medical education, excellent training and quality research through eminent and experienced teachers.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
759,Ansarul karim,5,Public supports are available here,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
760,MD hossain,1,Woow great hospital,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
761,Monir Hossen,5,Shaheed Suhrawardy Medical College and Hospital provides quality services,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
762,Rojab Khan,5,"3 years ago
Shaheed Suhrawardy Medical College (ShSMC) (Bengali: শহীদ সোহরাওয়ার্দী মেডিকেল কলেজ) is a government medical college and hospital located in Dhaka, the capital city of Bangladesh. This medical college has been included in the AvicennaDirectory of Medical Schools and International Medical Education Directory(IMED).
There are separate hostels for boys and girls. Both the hostels were established and opened in June, 2008. Both of the hostels are six storied & have catering services, Hall rooms, bathrooms and lavatory facilities.Canteen facilities are available with delicious food items. Shaheed Suhrawardy Medical College is affiliated with the University of Dhaka. This college is directly governed by Bangladesh Medical and Dental Council BMDC - an affiliate of Ministry of Health.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
763,Sb 420,5,Covid 19  testing time,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
764,Ziaul haque zahid,4,What a congenial atmosphere this medical has! It is really impressive,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
765,Follower of Peace,4,Neet and clean Medical College.,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
766,H.u. Mehedi,4,"As a Public hospital their treatment is very good and also have many experienced & qualified doctors. But their some nurse's behavior very rude to patients.
And their washroom cleanliness not good. Without those issues others facilities is good. Especially some doctor's behaviour is so much pleasant and friendly.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
767,Khademul Bashar,4,"Need to improve capacity, facilities and so on",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
768,Nayeem Hossain Khan,5,"Shaheed Suhrawardy Medical College (ShSMC) is the 14th government medical college of Bangladesh which is established in 2006. It is situated in the north-western part of Dhaka beside the National Parliament House, having a unique architectural campus and excellent academic atmosphere. The area is commonly known as medical zone and this medical college is surrounded by a number of medical institutes; National Institute of Cardiovascular Diseases, National Institute of Kidney Diseases and Urology, National Institute of Mental Health, Bangladesh Institute of Child Health, National Institute of Traumatology, National Institute of Ophthalmology and National Institute of Neuro Science.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
769,Md. Foysal Hossain,5,Very good place,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
770,Md.Zynal Abden Jewel,4,Not bad,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
771,Tofael Ahmed,5,Gov. Medica Hospital,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
772,Masud karim,4,Very much crowded hospital.,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
773,Mohammad Rafiqul Islam,3,Good for poor people,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
774,Borhan Uddin,3,"If you want to meet up with a doctor you may waiting unlimited times  and you may stand in a serial. But how can it possible for a patient. Some peoples are don't maintain serial, they show ref and can go to doctor Chamber easily. In every steps you have to maintain serial but if have ref. no need anything.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
775,MD. ABDUS SOBUR,4,"Not much clean. But good service! Doctors are mostly biased by the medicine company. They treat good. But do not prescribe medicine of low cost. They prescribe high cost foreign medicine over our local but good quality medicine. It's not acceptable to good care of poor and low income people. I wish, doctors become more sensible and helping.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
776,zeshanahmed nabin,2,"BD govt hospitals are way too messy and there is mismanagement like hell.
And too dirty and crowdy environment.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
777,Shamim Farhad Shams,5,This is a good hospital,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
778,Distance learning,5,Thats great medical college..,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
779,Tanima Hasan,5,"It's Really neat and clean despite being a Govt. Hospital. It's not so much congested,it has arrangement for refreshment of the patients and guardians. The senior doctors and the intern doctors,medical students all are cordial and helpful.
But need o make more advantages for the patients.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
780,Steel Heart,5,It's really good and awesome hospital,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
781,JAFAR IKBAL,5,Very good hospital for all types of patients,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
782,Dilshad Samina Soha,4,"You can get good doctor and also in a very cheap rate. Many people with less assets come here, but that doesn't mean service is also cheap. They are good and affordable",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
783,Kazi Sazal,4,A place of trust for sick people,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
784,Md. Sibbir,4,An important Health service institution for Dhaka North,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
785,Shahadath Hossain,1,"Very poor management and service is very poor.

I Don't like this hospital. Only some Nurses  service is good.otherwise all r bad here.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
786,Tashin Parvez,2,Very crowded,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
787,Amirul Islam,5,It's most beautiful place in the Dhaka,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
788,Rashed Sayem,5,good,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
789,Manik hasan,5,This is where my heart truly lies.,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
790,Mohammad Tareq Abdullah,4,"It's a public hospital, patients can get free treatment. But lots of things need to improve to provide better service. Government should give attention to provide better service a large number of patients across the country. Each year lots of medical students are graduated from this government medical college. Students  get practical experiences due to the large number of  patients and various diseases as well.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
791,Hazrat ali,5,This Medical service superb.,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
792,alfaruq opu,5,"Crowd, all the time",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
793,Md Mostafizur Rahman,5,"Probably there is  no such Government hospital in Bangladesh what deserves a five star rating. But as of Bangladesh situation and ugly reality, you must rate this medical college hospital with maximum number of stars. I visited couple of time there and I found doctors available in every department every time what made me surprised actually. It's located in a very good place. It's fantastic ambiance doesn't make anyone more annoyed for sure. Enough space to sit and take rest.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
794,Sultan Mahi Zubair,4,"Shaheed Suhrawardy Medical College (ShSMC) is the 14th government medical college of Bangladesh which is established in 2006. It is situated in the north-western part of Dhaka beside the National Parliament House, having a unique architectural campus and excellent academic atmosphere. Shaheed Suhrawardy Medical College Hospital has a long heritage of discharging health care services and also has a proud history of patronizing many medical institutes to establish and flourish. We have a great commitment to provide top class medical education, excellent training and quality research through eminent and experienced teachers.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
795,Rashel Ahmed Shahen,5,Good in service. But not Neat and clean,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
796,shaiful alam,4,One of the oldest hospital of Bangladesh. This is a government Hospital but the environment is like as private hospital. Doctors are very helpful and the premises is clean.It has all types of treatment for the patients. It's also a reputed medical college. You need to have a political lobbing to get best services because it's govt. Hospital.,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
797,nazmul hasan,5,Best medical college in Bangladesh it also a government college specialist for ❤️ patient,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
798,Masum Chrf,5,Shaeed Suhrawardy Medical College and Hospital  is largest Servicing center of Bangladesh,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
799,Md Asaduzzaman Ibne Rowshan,5,It's one of the best government hospital in Bangladesh though it's not much neat and clean but the service and quality of treatment is really good.,Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
800,Salman Rahman,5,"It’s a govt medical educational institution.
One of the best of whole country.
The campus is very beautiful.",Shaheed Suhrawardy Medical College and Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
801,Hasan Asif,5,Faridpur Medical Collage Hospital,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
802,Mehedi Hasan Tanvir,5,"Faridpur Medical College is a government medical school in Bangladesh. This Institute established in 1992. Its location is in Faridpur Town. Its affiliated with University of Dhaka (DU). This Institute offers five years Bachelor of Medicine,  Bachelor of Surgery. (MBBS). Its also a Hospital. Here is 500 bed available. The campus is located in west Khabashpur. The campus compound is good. Authority always try to maintain Education environment for students. Students are come form whole Bangladesh. Thank you.",Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
803,Khaled md Saifullah,5,One of the best educational place of faridpur District. The beauty of this campus unexplainable.,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
804,Rakibul Hasan Joy,5,Many patients are admitted.  But the environment is very bad,Bangabandhu Sheikh Mujib Medical College(BSMMC),"https://www.google.com/maps/@22.3591136,91.8415966,15z"
